[CURSOR-ABS] hand=(0.519,0.344) filter=(0.518,0.278) target=(823,700) cursor=(824,667)
[CURSOR-ABS] hand=(0.519,0.355) filter=(0.518,0.293) target=(822,730) cursor=(823,699)
[CURSOR-ABS] hand=(0.517,0.367) filter=(0.518,0.307) target=(823,760) cursor=(822,730)
[CURSOR-ABS] hand=(0.516,0.375) filter=(0.517,0.319) target=(824,788) cursor=(823,760)
[CURSOR-ABS] hand=(0.514,0.384) filter=(0.517,0.331) target=(815,836) cursor=(824,787)
[CURSOR-ABS] hand=(0.514,0.394) filter=(0.516,0.343) target=(806,890) cursor=(815,836)
[CURSOR-ABS] hand=(0.512,0.404) filter=(0.516,0.354) target=(798,945) cursor=(806,889)
[CURSOR-ABS] hand=(0.511,0.411) filter=(0.515,0.365) target=(792,1001) cursor=(798,945)
[CURSOR-ABS] hand=(0.511,0.419) filter=(0.514,0.375) target=(785,1058) cursor=(792,1001)
[CURSOR-ABS] hand=(0.512,0.422) filter=(0.514,0.383) target=(780,1080) cursor=(785,1058)
[CURSOR-ABS] hand=(0.513,0.424) filter=(0.514,0.391) target=(774,1080) cursor=(780,1080)
[CURSOR-ABS] hand=(0.513,0.426) filter=(0.514,0.397) target=(769,1080) cursor=(774,1080)
[CURSOR-ABS] hand=(0.513,0.421) filter=(0.513,0.402) target=(766,1080) cursor=(769,1080)
[CURSOR-ABS] hand=(0.513,0.416) filter=(0.513,0.404) target=(764,1080) cursor=(766,1080)
[CURSOR-ABS] hand=(0.512,0.412) filter=(0.513,0.406) target=(764,1080) cursor=(764,1080)
[CURSOR-ABS] hand=(0.512,0.410) filter=(0.513,0.406) target=(764,1080) cursor=(764,1080)
[CURSOR-ABS] hand=(0.513,0.408) filter=(0.513,0.407) target=(764,1080) cursor=(764,1080)
[CURSOR-ABS] hand=(0.517,0.408) filter=(0.514,0.407) target=(760,1080) cursor=(764,1080)
[CURSOR-ABS] hand=(0.519,0.407) filter=(0.514,0.407) target=(754,1080) cursor=(760,1080)
[CURSOR-ABS] hand=(0.522,0.408) filter=(0.516,0.407) target=(745,1080) cursor=(754,1080)
[CURSOR-ABS] hand=(0.522,0.410) filter=(0.517,0.408) target=(737,1080) cursor=(745,1080)
[CURSOR-ABS] hand=(0.523,0.411) filter=(0.518,0.408) target=(730,1080) cursor=(737,1080)
[CURSOR-ABS] hand=(0.524,0.409) filter=(0.519,0.408) target=(723,1080) cursor=(730,1080)
[CURSOR-ABS] hand=(0.523,0.409) filter=(0.520,0.408) target=(718,1080) cursor=(723,1080)
[CURSOR-ABS] hand=(0.522,0.407) filter=(0.520,0.408) target=(715,1080) cursor=(718,1080)
[CURSOR-ABS] hand=(0.521,0.405) filter=(0.520,0.408) target=(715,1080) cursor=(715,1080)
[CURSOR-ABS] hand=(0.520,0.402) filter=(0.520,0.407) target=(717,1080) cursor=(715,1080)
[CURSOR-ABS] hand=(0.518,0.390) filter=(0.520,0.404) target=(722,1080) cursor=(717,1080)
[CURSOR-ABS] hand=(0.516,0.361) filter=(0.519,0.396) target=(734,1080) cursor=(722,1080)
[CURSOR-ABS] hand=(0.515,0.343) filter=(0.518,0.387) target=(749,1080) cursor=(734,1080)
[CURSOR-ABS] hand=(0.508,0.325) filter=(0.517,0.376) target=(771,1067) cursor=(748,1080)
[CURSOR-ABS] hand=(0.508,0.293) filter=(0.515,0.362) target=(793,984) cursor=(770,1067)
